season,matchweek,home,visitor,result
2008_2009,26,Sevilla,Almería,2-1
2008_2009,26,Getafe,Málaga,1-2
2008_2009,27,Valencia,Recreativo,1-1
2008_2009,27,Athletic,R. Madrid,2-5
2008_2009,27,Málaga,Sevilla,2-2
2008_2009,27,Sporting,Deportivo,3-2
2008_2009,27,Valladolid,Getafe,1-0
2008_2009,27,Espanyol,Mallorca,3-3
2008_2009,27,Betis,Osasuna,0-0
2008_2009,27,Racing,Numancia,5-0
2008_2009,27,Atlético,Villarreal,3-2
2008_2009,27,Almería,Barcelona,0-2
2008_2009,28,Villarreal,Athletic,2-0
2008_2009,28,Sevilla,Valladolid,4-1
2008_2009,28,Racing,Valencia,0-1
2008_2009,28,R. Madrid,Almería,3-0
2008_2009,28,Numancia,Sporting,2-1
2008_2009,28,Getafe,Recreativo,2-1
2008_2009,28,Osasuna,Espanyol,1-0
2008_2009,28,Deportivo,Betis,1-1
2008_2009,28,Barcelona,Málaga,6-0
2008_2009,28,Mallorca,Atlético,2-0
2008_2009,29,Athletic,Mallorca,2-1
2008_2009,29,Recreativo,Sevilla,0-1
2008_2009,29,Almería,Villarreal,3-0
2008_2009,29,Valladolid,Barcelona,0-1
2008_2009,29,Betis,Numancia,3-3
2008_2009,29,Málaga,R. Madrid,0-1
2008_2009,29,Espanyol,Deportivo,3-1
2008_2009,29,Atlético,Osasuna,2-4
2008_2009,29,Valencia,Getafe,4-1
2008_2009,29,Sporting,Racing,0-2
2008_2009,30,Barcelona,Recreativo,2-0
2008_2009,30,Villarreal,Málaga,0-2
2008_2009,30,Racing,Betis,2-3
2008_2009,30,R. Madrid,Valladolid,2-0
2008_2009,30,Numancia,Espanyol,0-0
2008_2009,30,Sporting,Valencia,2-3
2008_2009,30,Mallorca,Almería,2-0
2008_2009,30,Osasuna,Athletic,2-1
